user_id,week_number,employment_status,planned_hours_per_week,has_mentor,study_group_size,prior_experience,primary_device,course_difficulty,actual_hours_studied,exercise_success_rate,forum_posts,forum_views,lessons_completed_pct,dropped_out,week_start_date,is_week_3,is_working_full_time,is_beginner,has_support
2,2,работает неполный день,12,False,3,новичок,desktop,3.1,8.6,0.9,1.0,3,84.0,True,2025-09-08,0,0,1,0
2,3,работает неполный день,12,False,3,новичок,desktop,8.9,2.1,0.15,0.0,0,99.0,True,2025-09-15,1,0,1,0
2,4,работает неполный день,12,False,3,новичок,desktop,6.1,5.7,0.56,0.0,0,52.0,True,2025-09-22,0,0,1,0
2,5,работает неполный день,12,False,3,новичок,desktop,6.2,5.6,0.6,0.0,0,61.0,True,2025-09-29,0,0,1,0
2,6,работает неполный день,12,False,3,новичок,desktop,5.2,6.5,0.69,0.0,0,76.0,True,2025-10-06,0,0,1,0
2,7,работает неполный день,12,False,3,новичок,desktop,5.5,6.3,0.6,0.0,0,,True,2025-10-13,0,0,1,0
2,8,работает неполный день,12,False,3,новичок,desktop,5.1,6.7,0.57,0.0,0,46.0,True,2025-10-20,0,0,1,0
2,9,работает неполный день,12,False,3,новичок,desktop,5.6,30.72256117890206,0.65,0.0,0,75.0,True,2025-10-27,0,0,1,0
2,10,работает неполный день,12,False,3,новичок,desktop,6.1,5.7,0.59,0.0,0,69.0,True,2025-11-03,0,0,1,0
2,11,работает неполный день,12,False,3,новичок,desktop,6.4,5.4,0.73,0.0,0,76.0,True,2025-11-10,0,0,1,0
2,12,работает неполный день,12,False,3,новичок,desktop,5.2,6.5,0.64,0.0,0,56.0,True,2025-11-17,0,0,1,0
3,1,студент,12,False,5,новичок,desktop,2.3,12.7,0.84,2.0,14,83.0,False,2025-09-01,0,0,1,1
3,2,студент,12,False,5,новичок,desktop,3.0,11.8,0.8,1.0,6,71.0,False,2025-09-08,0,0,1,1
3,3,студент,12,False,5,новичок,desktop,8.0,3.7,0.15,3.0,9,13.0,True,2025-09-15,1,0,1,1
3,4,студент,12,False,5,новичок,desktop,7.5,6.0,0.58,0.0,0,54.0,True,2025-09-22,0,0,1,1
3,5,студент,12,False,5,новичок,desktop,5.5,8.6,0.58,2.0,10,61.0,True,2025-09-29,0,0,1,1
3,6,студент,12,False,5,новичок,desktop,5.7,8.3,0.6,4.0,12,66.0,True,2025-10-06,0,0,1,1
3,7,студент,12,False,5,новичок,desktop,5.6,8.4,0.59,0.0,0,60.0,True,2025-10-13,0,0,1,1
3,8,студент,12,False,5,новичок,desktop,5.4,8.7,0.69,2.0,8,81.0,True,2025-10-20,0,0,1,1
3,9,студент,12,False,5,новичок,desktop,6.7,7.0,0.69,2.0,12,73.0,True,2025-10-27,0,0,1,1
3,10,студент,12,False,5,новичок,desktop,5.3,8.8,0.75,1.0,6,89.0,True,2025-11-03,0,0,1,1
3,11,студент,12,False,5,новичок,desktop,6.1,7.8,0.73,1.0,5,78.0,True,2025-11-10,0,0,1,1
3,12,студент,12,False,5,новичок,desktop,6.7,7.0,,6.0,18,74.0,True,2025-11-17,0,0,1,1
4,1,работает полный день,8,False,3,базовый,desktop,3.1,4.3,0.8,0.0,0,87.0,False,2025-09-01,0,1,0,0
4,2,работает полный день,8,False,3,базовый,desktop,3.0,4.3,0.86,0.0,0,81.0,False,2025-09-08,0,1,0,0
4,3,работает полный день,8,False,3,базовый,desktop,8.2,0.7,0.18,0.0,0,17.0,True,2025-09-15,1,1,0,0
4,4,работает полный день,8,False,3,базовый,desktop,6.9,2.5,0.6,0.0,0,52.0,True,2025-09-22,0,1,0,0
4,5,работает полный день,8,False,3,базовый,desktop,6.0,2.9,0.66,0.0,0,73.0,True,2025-09-29,0,1,0,0
4,6,работает полный день,8,False,3,базовый,desktop,7.0,2.4,0.64,0.0,0,58.0,True,2025-10-06,0,1,0,0
4,7,работает полный день,8,False,3,базовый,desktop,6.5,2.6,0.74,0.0,0,69.0,True,2025-10-13,0,1,0,0
4,8,работает полный день,8,False,3,базовый,desktop,6.1,,0.75,,0,61.0,True,2025-10-20,0,1,0,0
4,9,работает полный день,8,False,3,базовый,desktop,5.8,3.0,0.72,0.0,0,66.0,True,2025-10-27,0,1,0,0
4,10,работает полный день,8,False,3,базовый,desktop,6.1,2.8,0.74,0.0,0,79.0,True,2025-11-03,0,1,0,0
4,11,работает полный день,8,False,3,базовый,desktop,6.2,2.8,0.75,0.0,0,64.0,True,2025-11-10,0,1,0,0
4,12,работает полный день,8,False,3,базовый,desktop,5.6,3.1,0.61,0.0,0,70.0,True,2025-11-17,0,1,0,0
5,1,не работает,12,True,5,базовый,mobile,3.4,11.4,0.85,6.0,30,80.0,False,2025-09-01,0,0,0,1
5,2,не работает,12,True,5,базовый,mobile,2.7,12.3,0.86,2.0,10,69.0,False,2025-09-08,0,0,0,1
5,3,не работает,12,True,5,базовый,mobile,7.7,4.0,0.45,3.0,15,37.0,False,2025-09-15,1,0,0,1
5,4,не работает,12,True,5,базовый,mobile,7.0,6.7,0.65,3.0,12,58.0,False,2025-09-22,0,0,0,1
5,5,не работает,12,True,5,базовый,mobile,5.1,9.2,0.74,3.0,9,64.0,False,2025-09-29,0,0,0,1
5,6,не работает,12,True,5,базовый,mobile,6.3,7.5,0.61,4.0,28,54.0,False,2025-10-06,0,0,0,1
5,7,не работает,12,True,5,базовый,mobile,5.2,8.9,0.62,0.0,0,51.0,False,2025-10-13,0,0,0,1
5,8,не работает,12,True,5,базовый,mobile,5.4,8.8,0.55,,21,58.0,True,2025-10-20,0,0,0,1
5,9,не работает,12,True,5,базовый,mobile,6.8,6.9,0.6,0.0,0,70.0,True,2025-10-27,0,0,0,1
5,10,не работает,12,True,5,базовый,mobile,6.1,7.8,0.69,7.0,49,58.0,True,2025-11-03,0,0,0,1
5,11,не работает,12,True,5,базовый,mobile,6.1,7.8,0.74,3.0,12,61.0,True,2025-11-10,0,0,0,1
5,12,не работает,12,True,5,базовый,mobile,5.1,9.1,0.67,2.0,8,72.0,True,2025-11-17,0,0,0,1
6,1,работает полный день,12,False,1,средний,desktop,2.6,6.7,0.94,1.0,5,96.0,False,2025-09-01,0,1,0,0
6,2,работает полный день,12,False,1,средний,desktop,2.6,,0.82,,3,96.0,False,2025-09-08,0,1,0,0
6,3,работает полный день,12,False,1,средний,desktop,8.5,1.0,0.15,0.0,0,13.0,True,2025-09-15,1,1,0,0
6,4,работает полный день,12,False,1,средний,desktop,6.8,3.8,0.67,0.0,0,61.0,True,2025-09-22,0,1,0,0
6,5,работает полный день,12,False,1,средний,desktop,5.2,4.9,0.56,0.0,0,66.0,True,2025-09-29,0,1,0,0
6,6,работает полный день,12,False,1,средний,desktop,5.2,4.9,0.61,0.0,0,72.0,True,2025-10-06,0,1,0,0
6,7,работает полный день,12,False,1,средний,desktop,6.1,4.2,0.68,0.0,0,66.0,True,2025-10-13,0,1,0,0
6,8,работает полный день,12,False,1,средний,desktop,6.2,4.2,0.66,0.0,0,58.0,True,2025-10-20,0,1,0,0
6,9,работает полный день,12,False,1,средний,desktop,6.6,3.9,0.71,0.0,0,59.0,True,2025-10-27,0,1,0,0
6,10,работает полный день,12,False,1,средний,desktop,6.9,3.6,0.75,0.0,0,61.0,True,2025-11-03,0,1,0,0
6,11,работает полный день,12,False,1,средний,desktop,6.8,3.8,0.62,0.0,0,52.0,True,2025-11-10,0,1,0,0
6,12,работает полный день,12,False,1,средний,desktop,6.4,4.0,0.72,0.0,0,82.0,True,2025-11-17,0,1,0,0
7,1,работает полный день,12,False,1,базовый,desktop,2.9,6.6,0.92,1.0,6,100.0,False,2025-09-01,0,1,0,0
7,2,работает полный день,12,False,1,базовый,desktop,2.6,6.8,0.77,2.0,10,89.0,False,2025-09-08,0,1,0,0
7,3,работает полный день,12,False,1,базовый,desktop,7.9,1.2,0.15,0.0,0,15.0,True,2025-09-15,1,1,0,0
7,4,работает полный день,12,False,1,базовый,desktop,7.2,3.4,0.65,0.0,0,69.0,True,2025-09-22,0,1,0,0
7,5,работает полный день,12,False,1,базовый,desktop,6.9,3.7,0.62,0.0,0,57.0,True,2025-09-29,0,1,0,0
7,6,работает полный день,12,False,1,базовый,desktop,5.4,4.7,0.74,0.0,0,59.0,True,2025-10-06,0,1,0,0
7,7,работает полный день,12,False,1,базовый,desktop,5.1,5.0,0.73,0.0,0,73.0,True,2025-10-13,0,1,0,0
7,8,работает полный день,12,False,1,базовый,desktop,6.8,3.7,0.6,0.0,0,64.0,True,2025-10-20,0,1,0,0
7,9,работает полный день,12,False,1,базовый,desktop,6.0,4.3,0.68,0.0,0,,True,2025-10-27,0,1,0,0
7,10,работает полный день,12,False,1,базовый,desktop,6.3,4.1,0.67,0.0,0,77.0,True,2025-11-03,0,1,0,0
7,11,работает полный день,12,False,1,базовый,desktop,6.8,3.7,0.74,0.0,0,61.0,True,2025-11-10,0,1,0,0
7,12,работает полный день,12,False,1,базовый,desktop,5.2,4.9,0.62,0.0,0,53.0,True,2025-11-17,0,1,0,0
8,1,работает неполный день,12,False,1,средний,tablet,3.0,8.6,,0.0,0,96.0,False,2025-09-01,0,0,0,0
8,2,работает неполный день,12,False,1,средний,tablet,2.2,9.4,0.77,2.0,8,89.0,False,2025-09-08,0,0,0,0
8,3,работает неполный день,12,False,1,средний,tablet,8.3,2.5,0.23,0.0,0,22.0,True,2025-09-15,1,0,0,0
8,4,работает неполный день,12,False,1,средний,tablet,7.5,4.3,0.53,0.0,0,55.0,True,2025-09-22,0,0,0,0
8,5,работает неполный день,12,False,1,средний,tablet,13.282512215216146,4.9,0.72,0.0,0,81.0,True,2025-09-29,0,0,0,0
8,6,работает неполный день,12,False,1,средний,tablet,5.1,6.6,0.58,0.0,0,46.0,True,2025-10-06,0,0,0,0
8,7,работает неполный день,12,False,1,средний,tablet,6.6,5.2,0.75,0.0,0,89.0,True,2025-10-13,0,0,0,0
8,8,работает неполный день,12,False,1,средний,tablet,6.2,5.6,0.7,0.0,0,76.0,True,2025-10-20,0,0,0,0
8,9,работает неполный день,12,False,1,средний,tablet,5.5,6.2,0.64,0.0,0,54.0,True,2025-10-27,0,0,0,0
8,10,работает неполный день,12,False,1,средний,tablet,5.5,6.2,0.59,0.0,0,68.0,True,2025-11-03,0,0,0,0
8,11,работает неполный день,12,False,1,средний,tablet,5.7,6.0,0.57,0.0,0,61.0,True,2025-11-10,0,0,0,0
8,12,работает неполный день,12,False,1,средний,tablet,6.0,5.8,0.72,0.0,0,66.0,True,2025-11-17,0,0,0,0
9,1,работает неполный день,12,False,3,новичок,desktop,3.1,8.5,0.87,1.0,4,74.0,True,2025-09-01,0,0,1,0
9,2,работает неполный день,12,False,3,новичок,desktop,2.9,8.8,0.83,2.0,12,83.0,True,2025-09-08,0,0,1,0
9,3,работает неполный день,12,False,3,новичок,desktop,7.9,2.7,0.15,0.0,0,16.0,True,2025-09-15,1,0,1,0
9,4,работает неполный день,12,False,3,новичок,desktop,6.2,5.5,0.69,0.0,0,68.0,True,2025-09-22,0,0,1,0
9,5,работает неполный день,12,False,3,новичок,desktop,5.1,6.6,0.56,0.0,0,58.0,True,2025-09-29,0,0,1,0
9,6,работает неполный день,12,False,3,новичок,desktop,5.7,36.34320005492771,0.68,0.0,0,60.0,True,2025-10-06,0,0,1,0
9,7,работает неполный день,12,False,3,новичок,desktop,6.1,5.7,0.64,0.0,0,66.0,True,2025-10-13,0,0,1,0
9,8,работает неполный день,12,False,3,новичок,desktop,5.3,6.5,0.68,0.0,0,59.0,True,2025-10-20,0,0,1,0
9,9,работает неполный день,12,False,3,новичок,desktop,6.8,5.0,0.64,0.0,0,68.0,True,2025-10-27,0,0,1,0
9,10,работает неполный день,12,False,3,новичок,desktop,6.2,5.6,0.59,0.0,0,67.0,True,2025-11-03,0,0,1,0
9,11,работает неполный день,12,False,3,новичок,desktop,5.6,6.2,0.59,0.0,0,48.0,True,2025-11-10,0,0,1,0
9,12,работает неполный день,12,False,3,новичок,desktop,6.1,5.7,0.62,0.0,0,71.0,True,2025-11-17,0,0,1,0
10,1,работает неполный день,12,True,5,базовый,desktop,3.3,8.3,0.93,1.0,7,100.0,False,2025-09-01,0,0,0,1
10,2,работает неполный день,12,True,5,базовый,desktop,3.5,8.2,0.86,5.0,25,73.0,False,2025-09-08,0,0,0,1
10,3,работает неполный день,12,True,5,базовый,desktop,8.8,2.1,0.45,2.0,6,45.0,False,2025-09-15,1,0,0,1
10,4,работает неполный день,12,True,5,базовый,desktop,7.1,4.7,0.54,2.0,14,54.0,False,2025-09-22,0,0,0,1
10,5,работает неполный день,12,True,5,базовый,desktop,6.2,5.6,0.69,2.0,6,69.0,False,2025-09-29,0,0,0,1
10,6,работает неполный день,12,True,5,базовый,desktop,6.1,5.6,0.63,3.0,9,62.0,False,2025-10-06,0,0,0,1
10,7,работает неполный день,12,True,5,базовый,desktop,5.5,6.3,0.57,1.0,3,49.0,False,2025-10-13,0,0,0,1
10,8,работает неполный день,12,True,5,базовый,desktop,5.2,6.6,0.65,,12,62.0,False,2025-10-20,0,0,0,1
10,9,работает неполный день,12,True,5,базовый,desktop,5.0,6.7,0.75,4.0,28,73.0,False,2025-10-27,0,0,0,1
10,10,работает неполный день,12,True,5,базовый,desktop,5.4,6.4,0.61,2.0,14,52.0,False,2025-11-03,0,0,0,1
10,11,работает неполный день,12,True,5,базовый,desktop,6.0,5.7,,,8,72.0,False,2025-11-10,0,0,0,1
10,12,работает неполный день,12,True,5,базовый,desktop,7.0,4.8,0.61,3.0,15,63.0,False,2025-11-17,0,0,0,1
11,1,работает полный день,20,False,10,новичок,mobile,3.4,10.3,0.79,1.0,5,80.0,False,2025-09-01,0,1,1,1
11,2,работает полный день,20,False,10,новичок,mobile,3.2,10.6,0.79,1.0,4,88.0,False,2025-09-08,0,1,1,1
11,3,работает полный день,20,False,10,новичок,mobile,8.9,1.5,0.15,6.0,18,14.0,True,2025-09-15,1,1,1,1
11,4,работает полный день,20,False,10,новичок,mobile,7.3,5.6,0.58,3.0,15,67.0,True,2025-09-22,0,1,1,1
11,5,работает полный день,20,False,10,новичок,mobile,5.7,7.6,0.58,5.0,35,53.0,True,2025-09-29,0,1,1,1
11,6,работает полный день,20,False,10,новичок,mobile,6.6,6.5,0.58,2.0,14,63.0,True,2025-10-06,0,1,1,1
11,7,работает полный день,20,False,10,новичок,mobile,5.2,8.1,0.72,0.0,0,68.0,True,2025-10-13,0,1,1,1
11,8,работает полный день,20,False,10,новичок,mobile,6.1,7.1,0.65,2.0,12,67.0,True,2025-10-20,0,1,1,1
11,9,работает полный день,20,False,10,новичок,mobile,6.1,7.1,0.6,1.0,4,69.0,True,2025-10-27,0,1,1,1
11,10,работает полный день,20,False,10,новичок,mobile,6.9,6.1,0.58,3.0,18,66.0,True,2025-11-03,0,1,1,1
11,11,работает полный день,20,False,10,новичок,mobile,5.2,8.2,0.73,1.0,3,77.0,True,2025-11-10,0,1,1,1
11,12,работает полный день,20,False,10,новичок,mobile,6.2,7.0,0.06899290800710463,4.0,28,56.0,True,2025-11-17,0,1,1,1
12,1,работает полный день,8,False,1,новичок,desktop,2.9,4.4,0.83,1.0,5,92.0,False,2025-09-01,0,1,1,0
12,2,работает полный день,8,False,1,новичок,desktop,2.6,25.236906631375696,0.86,1.0,3,80.0,False,2025-09-08,0,1,1,0
12,3,работает полный день,8,False,1,новичок,desktop,8.4,0.7,0.15,0.0,0,17.0,True,2025-09-15,1,1,1,0
12,4,работает полный день,8,False,1,новичок,desktop,6.7,2.5,0.58,0.0,0,68.0,True,2025-09-22,0,1,1,0
12,5,работает полный день,8,False,1,новичок,desktop,6.6,2.6,0.61,0.0,0,53.0,True,2025-09-29,0,1,1,0
12,6,работает полный день,8,False,1,новичок,desktop,6.3,2.7,0.59,0.0,0,69.0,True,2025-10-06,0,1,1,0
12,7,работает полный день,8,False,1,новичок,desktop,6.1,2.8,0.72,0.0,0,73.0,True,2025-10-13,0,1,1,0
12,8,работает полный день,8,False,1,новичок,desktop,5.6,3.1,0.61,0.0,0,58.0,True,2025-10-20,0,1,1,0
12,9,работает полный день,8,False,1,новичок,desktop,5.4,3.2,0.73,0.0,0,64.0,True,2025-10-27,0,1,1,0
12,10,работает полный день,8,False,1,новичок,desktop,6.2,,0.63,0.0,0,70.0,True,2025-11-03,0,1,1,0
12,11,работает полный день,8,False,1,новичок,desktop,5.1,3.3,0.71,0.0,0,69.0,True,2025-11-10,0,1,1,0
12,12,работает полный день,8,False,1,новичок,desktop,6.1,2.8,0.65,0.0,0,64.0,True,2025-11-17,0,1,1,0
13,1,работает полный день,8,False,10,новичок,desktop,3.0,4.3,0.83,0.0,0,71.0,False,2025-09-01,0,1,1,1
13,2,работает полный день,8,False,10,новичок,desktop,2.6,4.5,0.86,2.0,14,89.0,False,2025-09-08,0,1,1,1
13,3,работает полный день,8,False,10,новичок,desktop,7.8,0.8,0.15,1.0,5,13.0,True,2025-09-15,1,1,1,1
13,4,работает полный день,8,False,10,новичок,desktop,7.4,2.2,0.69,1.0,4,64.0,True,2025-09-22,0,1,1,1
13,5,работает полный день,8,False,10,новичок,desktop,5.0,3.3,0.57,1.0,6,49.0,True,2025-09-29,0,1,1,1
13,6,работает полный день,8,False,10,новичок,desktop,6.3,2.7,0.69,4.0,24,56.0,True,2025-10-06,0,1,1,1
13,7,работает полный день,8,False,10,новичок,desktop,6.2,2.8,0.63,2.0,12,74.0,True,2025-10-13,0,1,1,1
13,8,работает полный день,8,False,10,новичок,desktop,5.3,3.2,0.02251090610374301,4.0,16,65.0,True,2025-10-20,0,1,1,1
13,9,работает полный день,8,False,10,новичок,desktop,6.3,2.8,0.6,1.0,4,71.0,True,2025-10-27,0,1,1,1
13,10,работает полный день,8,False,10,новичок,desktop,6.8,2.5,0.69,4.0,28,56.0,True,2025-11-03,0,1,1,1
13,11,работает полный день,8,False,10,новичок,desktop,6.3,2.7,0.72,1.0,3,61.0,True,2025-11-10,0,1,1,1
13,12,работает полный день,8,False,10,новичок,desktop,5.5,3.1,0.7,2.0,6,71.0,True,2025-11-17,0,1,1,1
14,1,работает полный день,12,False,1,новичок,mobile,2.1,7.1,0.87,0.0,0,83.0,False,2025-09-01,0,1,1,0
14,2,работает полный день,12,False,1,новичок,mobile,3.1,6.4,0.81,1.0,7,97.0,True,2025-09-08,0,1,1,0
14,3,работает полный день,12,False,1,новичок,mobile,8.2,1.1,0.15,0.0,0,15.0,True,2025-09-15,1,1,1,0
14,4,работает полный день,12,False,1,новичок,mobile,6.1,4.3,0.6,0.0,0,62.0,True,2025-09-22,0,1,1,0
14,5,работает полный день,12,False,1,новичок,mobile,6.2,4.1,0.64,0.0,0,60.0,True,2025-09-29,0,1,1,0
14,6,работает полный день,12,False,1,новичок,mobile,5.8,4.4,0.69,0.0,0,71.0,True,2025-10-06,0,1,1,0
14,7,работает полный день,12,False,1,новичок,mobile,5.5,4.7,0.71,0.0,0,79.0,True,2025-10-13,0,1,1,0
14,8,работает полный день,12,False,1,новичок,mobile,6.9,3.6,0.55,,0,46.0,True,2025-10-20,0,1,1,0
14,9,работает полный день,12,False,1,новичок,mobile,5.2,4.9,0.73,0.0,0,62.0,True,2025-10-27,0,1,1,0
14,10,работает полный день,12,False,1,новичок,mobile,6.4,4.0,0.65,0.0,0,54.0,True,2025-11-03,0,1,1,0
14,11,работает полный день,12,False,1,новичок,mobile,6.5,4.0,0.71,0.0,0,75.0,True,2025-11-10,0,1,1,0
14,12,работает полный день,12,False,1,новичок,mobile,13.121592459238936,3.7,0.68,0.0,0,73.0,True,2025-11-17,0,1,1,0
15,1,студент,5,False,10,новичок,desktop,3.4,4.7,0.0007519902290018754,8.0,40,85.0,True,2025-09-01,0,0,1,1
15,2,студент,5,False,10,новичок,desktop,2.8,5.0,0.85,4.0,24,94.0,True,2025-09-08,0,0,1,1
15,3,студент,5,False,10,новичок,desktop,8.7,1.3,0.15,4.0,20,,True,2025-09-15,1,0,1,1
15,4,студент,5,False,10,новичок,desktop,7.3,2.6,0.61,,15,60.0,True,2025-09-22,0,0,1,1
15,5,студент,5,False,10,новичок,desktop,6.2,3.2,0.6,1.0,6,56.0,True,2025-09-29,0,0,1,1
15,6,студент,5,False,10,новичок,desktop,6.5,,0.6,0.0,0,56.0,True,2025-10-06,0,0,1,1
15,7,студент,5,False,10,новичок,desktop,5.6,3.5,0.6,0.0,0,48.0,True,2025-10-13,0,0,1,1
15,8,студент,5,False,10,новичок,desktop,5.2,3.7,0.63,0.0,0,74.0,True,2025-10-20,0,0,1,1
15,9,студент,5,False,10,новичок,desktop,6.6,3.0,0.57,4.0,24,49.0,True,2025-10-27,0,0,1,1
15,10,студент,5,False,10,новичок,desktop,5.1,3.8,0.63,3.0,9,51.0,True,2025-11-03,0,0,1,1
15,11,студент,5,False,10,новичок,desktop,5.4,3.6,0.59,2.0,6,69.0,True,2025-11-10,0,0,1,1
15,12,студент,5,False,10,новичок,desktop,6.0,3.3,0.67,2.0,6,66.0,True,2025-11-17,0,0,1,1
16,1,работает полный день,15,True,1,базовый,desktop,2.9,8.2,0.77,2.0,12,88.0,False,2025-09-01,0,1,0,1
16,2,работает полный день,15,True,1,базовый,desktop,2.1,9.0,0.82,3.0,12,65.0,False,2025-09-08,0,1,0,1
16,3,работает полный день,15,True,1,базовый,desktop,8.3,2.3,0.34,3.0,15,39.0,True,2025-09-15,1,1,0,1
16,4,работает полный день,15,True,1,базовый,desktop,7.2,4.3,0.57,2.0,10,65.0,True,2025-09-22,0,1,0,1
16,5,работает полный день,15,True,1,базовый,desktop,6.7,4.7,0.6,1.0,7,55.0,True,2025-09-29,0,1,0,1
16,6,работает полный день,15,True,1,базовый,desktop,6.4,5.0,0.69,2.0,8,79.0,True,2025-10-06,0,1,0,1
16,7,работает полный день,15,True,1,базовый,desktop,5.9,5.5,0.73,0.0,0,81.0,True,2025-10-13,0,1,0,1
16,8,работает полный день,15,True,1,базовый,desktop,6.5,5.0,0.58,3.0,15,53.0,True,2025-10-20,0,1,0,1
16,9,работает полный день,15,True,1,базовый,desktop,7.0,4.5,0.68,2.0,10,75.0,True,2025-10-27,0,1,0,1
16,10,работает полный день,15,True,1,базовый,desktop,6.5,4.9,0.66,4.0,24,77.0,True,2025-11-03,0,1,0,1
16,11,работает полный день,15,True,1,базовый,desktop,5.1,6.2,0.61,1.0,3,63.0,True,2025-11-10,0,1,0,1
16,12,работает полный день,15,True,1,базовый,desktop,5.1,6.2,0.56,5.0,35,53.0,True,2025-11-17,0,1,0,1
17,1,работает полный день,8,False,5,базовый,desktop,2.4,4.6,0.95,2.0,12,100.0,False,2025-09-01,0,1,0,1
17,2,работает полный день,8,False,5,базовый,desktop,3.3,4.2,0.9,1.0,6,100.0,False,2025-09-08,0,1,0,1
17,3,работает полный день,8,False,5,базовый,desktop,8.6,0.7,0.18,5.0,25,19.0,True,2025-09-15,1,1,0,1
17,4,работает полный день,8,False,5,базовый,desktop,6.0,2.9,0.63,,28,72.0,True,2025-09-22,0,1,0,1
17,5,работает полный день,8,False,5,базовый,desktop,5.3,3.2,0.64,1.0,6,71.0,True,2025-09-29,0,1,0,1
17,6,работает полный день,8,False,5,базовый,desktop,5.1,3.3,0.73,3.0,18,62.0,True,2025-10-06,0,1,0,1
17,7,работает полный день,8,False,5,базовый,desktop,5.5,3.1,,1.0,7,70.0,True,2025-10-13,0,1,0,1
17,8,работает полный день,8,False,5,базовый,desktop,5.5,3.1,,2.0,8,98.0,True,2025-10-20,0,1,0,1
17,9,работает полный день,8,False,5,базовый,desktop,6.0,2.9,0.67,4.0,12,66.0,True,2025-10-27,0,1,0,1
17,10,работает полный день,8,False,5,базовый,desktop,5.5,3.1,0.75,1.0,6,78.0,True,2025-11-03,0,1,0,1
17,11,работает полный день,8,False,5,базовый,desktop,5.7,3.0,0.71,1.0,3,71.0,True,2025-11-10,0,1,0,1
17,12,работает полный день,8,False,5,базовый,desktop,5.7,3.0,0.56,0.0,0,53.0,True,2025-11-17,0,1,0,1
18,1,студент,8,False,5,новичок,mobile,3.4,7.5,0.77,,35,86.0,False,2025-09-01,0,0,1,1
18,2,студент,8,False,5,новичок,mobile,3.3,7.6,0.86,5.0,35,70.0,False,2025-09-08,0,0,1,1
18,3,студент,8,False,5,новичок,mobile,8.2,2.3,0.15,4.0,16,12.0,True,2025-09-15,1,0,1,1
18,4,студент,8,False,5,новичок,mobile,7.0,4.4,0.57,2.0,14,54.0,True,2025-09-22,0,0,1,1
18,5,студент,8,False,5,новичок,mobile,5.1,6.0,0.56,1.0,4,63.0,True,2025-09-29,0,0,1,1
18,6,студент,8,False,5,новичок,mobile,6.5,4.9,0.64,,4,75.0,True,2025-10-06,0,0,1,1
18,7,студент,8,False,5,новичок,mobile,6.7,4.6,0.67,3.0,12,77.0,True,2025-10-13,0,0,1,1
18,8,студент,8,False,5,новичок,mobile,7.0,4.4,0.61,2.0,6,68.0,True,2025-10-20,0,0,1,1
18,9,студент,8,False,5,новичок,mobile,5.3,5.9,0.69,2.0,14,82.0,True,2025-10-27,0,0,1,1
18,10,студент,8,False,5,новичок,mobile,6.7,4.7,0.65,58.0,174,65.0,True,2025-11-03,0,0,1,1
18,11,студент,8,False,5,новичок,mobile,6.3,5.0,0.09846564652649475,2.0,14,65.0,True,2025-11-10,0,0,1,1
18,12,студент,8,False,5,новичок,mobile,5.7,5.6,0.7,0.0,0,83.0,True,2025-11-17,0,0,1,1
19,1,студент,12,False,3,базовый,desktop,2.7,12.3,0.87,1.0,5,81.0,False,2025-09-01,0,0,0,0
19,2,студент,12,False,3,базовый,desktop,3.1,11.7,0.88,2.0,12,91.0,False,2025-09-08,0,0,0,0
19,3,студент,12,False,3,базовый,desktop,8.3,3.4,0.21,0.0,0,24.0,True,2025-09-15,1,0,0,0
19,4,студент,12,False,3,базовый,desktop,7.4,6.1,0.51,0.0,0,43.0,True,2025-09-22,0,0,0,0
