id,premium,name,department,has_test,response_letter_required,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,adv_response_url,alternate_url,relations,contacts,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,area.id,area.name,area.url,salary.from,salary.to,salary.currency,salary.gross,type.id,type.name,employer.id,employer.name,employer.url,employer.alternate_url,employer.logo_urls.original,employer.logo_urls.90,employer.logo_urls.240,employer.vacancies_url,employer.trusted,snippet.requirement,snippet.responsibility,schedule.id,schedule.name,salary,department.id,department.name,address.city,address.street,address.building,address.lat,address.lng,address.description,address.raw,address.metro,address.metro_stations,address.id,employer.logo_urls,address.metro.station_name,address.metro.line_name,address.metro.station_id,address.metro.line_id,address.metro.lat,address.metro.lng,insider_interview.id,insider_interview.url
77208642,False,Data Scientist middle+/Senior,,False,False,,,,2023-02-26T12:06:39+0300,2023-02-26T12:06:39+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77208642,,https://api.hh.ru/vacancies/77208642?host=hh.ru,,https://hh.ru/vacancy/77208642,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,250000.0,350000.0,RUR,False,open,Открытая,6116362,Мамаева Ирина Анатольевна,https://api.hh.ru/employers/6116362,https://hh.ru/employer/6116362,,,,https://api.hh.ru/vacancies?employer_id=6116362,True,"Опыт использования ml библиотек на Python (бустинг, нейронные сети и др.) и понимание особенностей реализации различных аспектов алгоритмов в коде. ",Моделирование и обработка данных на Python для извлечения бизнес-ценности из данных. Глубокое обсуждение задач и методов их решения совместно...,fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
77478896,False,Data Engineer,,False,False,,,,2023-02-28T12:15:34+0300,2023-02-28T12:15:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77478896,,https://api.hh.ru/vacancies/77478896?host=hh.ru,,https://hh.ru/vacancy/77478896,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,350000.0,RUR,False,open,Открытая,2324020,Точка,https://api.hh.ru/employers/2324020,https://hh.ru/employer/2324020,https://hhcdn.ru/employer-logo-original/743443.jpg,https://hhcdn.ru/employer-logo/3414733.jpeg,https://hhcdn.ru/employer-logo/3414734.jpeg,https://api.hh.ru/vacancies?employer_id=2324020,True,"Есть опыт работы дата-<highlighttext>инженером</highlighttext> от 3-х лет. Умеешь работать с классическими базами (PostgreSQL, Oracle). Отлично разбираешься в устройстве...","Выстраивать конвейеры данных от источников до конечного хранилища. Проектировать архитектуру core-слоя и создавать витрины данных. Находить узкие места, оптимизировать...",flexible,Гибкий график,,,,,,,,,,,,,,,,,,,,,,
77478897,False,Data Engineer,,False,False,,,,2023-02-28T12:15:34+0300,2023-02-28T12:15:34+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77478897,,https://api.hh.ru/vacancies/77478897?host=hh.ru,,https://hh.ru/vacancy/77478897,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,3,Екатеринбург,https://api.hh.ru/areas/3,,350000.0,RUR,False,open,Открытая,2324020,Точка,https://api.hh.ru/employers/2324020,https://hh.ru/employer/2324020,https://hhcdn.ru/employer-logo-original/743443.jpg,https://hhcdn.ru/employer-logo/3414733.jpeg,https://hhcdn.ru/employer-logo/3414734.jpeg,https://api.hh.ru/vacancies?employer_id=2324020,True,"Есть опыт работы дата-<highlighttext>инженером</highlighttext> от 3-х лет. Умеешь работать с классическими базами (PostgreSQL, Oracle). Отлично разбираешься в устройстве...","Выстраивать конвейеры данных от источников до конечного хранилища. Проектировать архитектуру core-слоя и создавать витрины данных. Находить узкие места, оптимизировать...",fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
77416198,False,Data Engineer,,False,False,,,,2023-02-27T10:56:09+0300,2023-02-27T10:56:09+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77416198,,https://api.hh.ru/vacancies/77416198?host=hh.ru,,https://hh.ru/vacancy/77416198,[],,[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,32566,Aero,https://api.hh.ru/employers/32566,https://hh.ru/employer/32566,https://hhcdn.ru/employer-logo-original/445866.png,https://hhcdn.ru/employer-logo/2225431.png,https://hhcdn.ru/employer-logo/2225432.png,https://api.hh.ru/vacancies?employer_id=32566,True,"Знание Python, SQL. Опыт работы с реляционными СУБД. Опыт разработки ETL/ELT процессов. Работа с Airflow и/или dbt. ","Участвовать в построении хранилищ данных: проектирование, определение сущностей, формирование витрин данных. Разрабатывать и оптимизировать процессы выгрузки данных из различных источников. ",flexible,Гибкий график,,,,Москва,Суворовская площадь,1/52к4,55.780456,37.614653,,"Москва, Суворовская площадь, 1/52к4",,"[{'station_name': 'Достоевская', 'line_name': 'Люблинско-Дмитровская', 'station_id': '10.184', 'line_id': '10', 'lat': 55.781667, 'lng': 37.613889}, {'station_name': 'Новослободская', 'line_name': 'Кольцевая', 'station_id': '5.82', 'line_id': '5', 'lat': 55.779606, 'lng': 37.601252}]",3548038,,Достоевская,Люблинско-Дмитровская,10.184,10,55.781667,37.613889,,
76970819,False,Data engineer (Беспилотные автомобили),,False,False,,,,2023-02-26T13:42:52+0300,2023-02-26T13:42:52+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=76970819,,https://api.hh.ru/vacancies/76970819?host=hh.ru,,https://hh.ru/vacancy/76970819,[],,[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,1740,Яндекс,https://api.hh.ru/employers/1740,https://hh.ru/employer/1740,https://hhcdn.ru/employer-logo-original/837491.png,https://hhcdn.ru/employer-logo/3790847.png,https://hhcdn.ru/employer-logo/3790848.png,https://api.hh.ru/vacancies?employer_id=1740,True,"Окончили технический вуз, отлично знаете мат. статистику, теорию вероятностей, методы оптимизации. Системно мыслите, умеете получать, структурировать и систематизировать информацию, чётко...","Развитию технологий беспилотного вождения помогает анализ данных. Так, за управление флотом и прозрачность ежедневных процессов отвечает операционная аналитика, за векторы...",fullDay,Полный день,,,,,,,,,,,,,,,,,,,,,,
76109157,False,Data engineer,,False,False,,,,2023-02-27T14:04:26+0300,2023-02-27T14:04:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=76109157,,https://api.hh.ru/vacancies/76109157?host=hh.ru,,https://hh.ru/vacancy/76109157,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,4934,билайн,https://api.hh.ru/employers/4934,https://hh.ru/employer/4934,https://hhcdn.ru/employer-logo-original/902351.png,https://hhcdn.ru/employer-logo/4050091.png,https://hhcdn.ru/employer-logo/4050092.png,https://api.hh.ru/vacancies?employer_id=4934,True,Умение проектировать базы данных (знает <highlighttext>Data</highlighttext> Vault 2.0 например). Понимание принципов работы реляционных СУБД и HDFS. Представление о колоночных...,"Анализ требований к витринам данных (взаимодействие с владельцем продукта, BI-разработчиками, datascientist-ами). Поиск и исследование источников данных для последующей...",fullDay,Полный день,,bil-4934-it,"билайн: ИТ, Data, Digital",,,,,,,,,,,,,,,,,,,
77445625,False,Python-разработчик в команду ML-платформы,,False,False,,,,2023-02-27T17:16:00+0300,2023-02-27T17:16:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77445625,,https://api.hh.ru/vacancies/77445625?host=hh.ru,,https://hh.ru/vacancy/77445625,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,270000.0,,RUR,False,open,Открытая,5779602,АВИТО ТЕХ,https://api.hh.ru/employers/5779602,https://hh.ru/employer/5779602,,,,https://api.hh.ru/vacancies?employer_id=5779602,True,Имеете опыт самостоятельной работы: от размытых формулировок на старте проекта вплоть до решения бизнес-задачи. Понимаете основные принципы проектирования распределённых...,Участвовать в создании нового продукта в составе кросс-функциональной команды. Прорабатывать сложные архитектурные решения и согласовывать их с другими командами...,fullDay,Полный день,,84585-5779602-dev,АВИТО ТЕХ: разработка,,,,,,,,,,,,,,,,,,,
77330018,False,Data-engineer,,False,False,,,,2023-02-28T14:23:20+0300,2023-02-28T14:23:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77330018,,https://api.hh.ru/vacancies/77330018?host=hh.ru,,https://hh.ru/vacancy/77330018,[],,[],[],[],False,"[{'id': '160', 'name': 'DevOps-инженер'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,5465724,BAUM STORAGE,https://api.hh.ru/employers/5465724,https://hh.ru/employer/5465724,https://hhcdn.ru/employer-logo-original/1050379.jpg,https://hhcdn.ru/employer-logo/5822169.jpeg,https://hhcdn.ru/employer-logo/5822170.jpeg,https://api.hh.ru/vacancies?employer_id=5465724,True,Опыт работы с Apache Spark. Опыт работы с Apache Spark Streaming. Опыт работы с Apache Kafka. Опыт работы с kubernetes. ,"Участие в разработке распределенного вычислительного кластера. Настройка Spark, как центрального фреймворка на платформе. Настройка load balancer kubernetes для возможности динамически...",fullDay,Полный день,,,,Москва,Арбатско-Покровская линия,метро Бауманская,55.772411,37.679044,,"Москва, Арбатско-Покровская линия, метро Бауманская",,"[{'station_name': 'Бауманская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.17', 'line_id': '3', 'lat': 55.772405, 'lng': 37.67904}]",5865404,,Бауманская,Арбатско-Покровская,3.17,3,55.772405,37.67904,,
71220088,False,Middle/Senior Data Engineer,,False,False,,,,2023-02-28T14:24:42+0300,2023-02-28T14:24:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=71220088,,https://api.hh.ru/vacancies/71220088?host=hh.ru,,https://hh.ru/vacancy/71220088,[],,[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,1,Москва,https://api.hh.ru/areas/1,200000.0,,RUR,False,open,Открытая,2515455,24Н Софт,https://api.hh.ru/employers/2515455,https://hh.ru/employer/2515455,https://hhcdn.ru/employer-logo-original/649447.png,https://hhcdn.ru/employer-logo/3038936.png,https://hhcdn.ru/employer-logo/3038937.png,https://api.hh.ru/vacancies?employer_id=2515455,True,"...с Hadoop, Pyspark будет преимуществом. Желательно понимание терминов <highlighttext>Data</highlighttext> Sciencе при работе с данными (обучающая и валидационная выборки, <highlighttext>Data</highlighttext> Leak).","Извлечение, преобразование, загрузка данных и их обработка. Построение датасетов для <highlighttext>data</highlighttext> science моделей и аналитики. Построение надежных и оптимальных пайплайнов...",flexible,Гибкий график,,,,Москва,Шипиловская улица,28А,55.618745,37.715138,,"Москва, Шипиловская улица, 28А",,"[{'station_name': 'Домодедовская', 'line_name': 'Замоскворецкая', 'station_id': '2.38', 'line_id': '2', 'lat': 55.610131, 'lng': 37.717111}]",1124856,,Домодедовская,Замоскворецкая,2.38,2,55.610131,37.717111,,
77472595,False,Data engineer (Wink),,False,False,,,,2023-02-28T11:01:53+0300,2023-02-28T11:01:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77472595,,https://api.hh.ru/vacancies/77472595?host=hh.ru,,https://hh.ru/vacancy/77472595,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,3144945,Ростелеком Информационные Технологии,https://api.hh.ru/employers/3144945,https://hh.ru/employer/3144945,https://hhcdn.ru/employer-logo-original/607382.png,https://hhcdn.ru/employer-logo/2870680.png,https://hhcdn.ru/employer-logo/2870681.png,https://api.hh.ru/vacancies?employer_id=3144945,True,"Опыт работы <highlighttext>инженером</highlighttext>, разработчиком, или архитектором систем хранения и обработки данных. Опыт построения BI-решений и работы с ETL-инструментами. ","Построение системы сбора и обработки данных, в том числе: 1. Создание и автоматизация ETL процедур. 2. Участие в процессах контроля...",remote,Удаленная работа,,,,Москва,проспект Вернадского,вл41,55.674585,37.503459,,"Москва, проспект Вернадского, вл41",,"[{'station_name': 'Проспект Вернадского', 'line_name': 'Сокольническая', 'station_id': '1.118', 'line_id': '1', 'lat': 55.676549, 'lng': 37.504584}]",4481330,,Проспект Вернадского,Сокольническая,1.118,1,55.676549,37.504584,,
77422489,False,Data Engineer (Розничный Блок),,False,False,,,,2023-02-27T12:08:47+0300,2023-02-27T12:08:47+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77422489,,https://api.hh.ru/vacancies/77422489?host=hh.ru,,https://hh.ru/vacancy/77422489,[],,[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,2,Санкт-Петербург,https://api.hh.ru/areas/2,,,,,open,Открытая,3529,СБЕР,https://api.hh.ru/employers/3529,https://hh.ru/employer/3529,https://hhcdn.ru/employer-logo-original/1033849.png,https://hhcdn.ru/employer-logo/5756156.png,https://hhcdn.ru/employer-logo/5756157.png,https://api.hh.ru/vacancies?employer_id=3529,True,"...использованием стека технологий Big <highlighttext>Data</highlighttext> (Hadoop, Spark, Hive/Impala). Знание основных понятий и концепций из области <highlighttext>Data</highlighttext> Warehousing. ","...по вопросам работы с данными. Предоставление экспертной поддержки внутренним потребителям (<highlighttext>data</highlighttext> analysts, <highlighttext>data</highlighttext> scientists) по вопросам, связанным с использованием данных.",fullDay,Полный день,,3529-3529-prof,Сбер для экспертов,,,,,,,,,,,,,,,,,,,
77481823,False,Data Engineer,,False,False,,,,2023-02-28T12:55:25+0300,2023-02-28T12:55:25+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77481823,,https://api.hh.ru/vacancies/77481823?host=hh.ru,,https://hh.ru/vacancy/77481823,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,9510458,"Nitka Technologies, Inc.",https://api.hh.ru/employers/9510458,https://hh.ru/employer/9510458,,,,https://api.hh.ru/vacancies?employer_id=9510458,True,"Опыт работы на позиции <highlighttext>Data</highlighttext> <highlighttext>engineer</highlighttext> / <highlighttext>Data</highlighttext> scientist. Опыт работы с инструментами работы с данными (Databricks, Spark, Kafka, Airflow, и...",Работать над несколькими внутренними проектами заказчика по построению ETL-процессов. Мигрировать существующие ETL-процессы на новую платформу. Анализировать данные и...,remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
77449456,False,Data engineer,,False,False,,,,2023-02-27T18:51:20+0300,2023-02-27T18:51:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77449456,,https://api.hh.ru/vacancies/77449456?host=hh.ru,,https://hh.ru/vacancy/77449456,[],,[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,4309,Ингосстрах,https://api.hh.ru/employers/4309,https://hh.ru/employer/4309,https://hhcdn.ru/employer-logo-original/689727.png,https://hhcdn.ru/employer-logo/3200040.png,https://hhcdn.ru/employer-logo/3200041.png,https://api.hh.ru/vacancies?employer_id=4309,True,"Опыт работы cо Spark/Hadoop, Kafka, HiveQL. Опыт работы с PostgreSQL, Oracle. Опыт разработки на Scala/Python. Желательно (необязательно). ","Текущая команда проекта ML OPS: 15 DS, 4 MLOps, <highlighttext>Data</highlighttext> <highlighttext>engineer</highlighttext>, выделенные специалисты от отделов Информационной безопасности, Devops, Инфраструктуры (K...",remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
77367359,False,Data Engineer,,False,False,,,,2023-02-24T14:16:24+0300,2023-02-24T14:16:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=77367359,,https://api.hh.ru/vacancies/77367359?host=hh.ru,,https://hh.ru/vacancy/77367359,[],,[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,1,Москва,https://api.hh.ru/areas/1,,,,,open,Открытая,5370841,Aram Meem Services,https://api.hh.ru/employers/5370841,https://hh.ru/employer/5370841,https://hhcdn.ru/employer-logo-original/865944.png,https://hhcdn.ru/employer-logo/3904651.png,https://hhcdn.ru/employer-logo/3904652.png,https://api.hh.ru/vacancies?employer_id=5370841,True,Work of experience of 3+ years in a similar role. 2+ commercial projects under the belt. ,Participate in design and code reviews. Implement security and <highlighttext>data</highlighttext> protection solutions. Maintain and develop <highlighttext>data</highlighttext> quality processes.,remote,Удаленная работа,,,,,,,,,,,,,,,,,,,,,,
